City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description,Date
488,Boksitogorsk,RU,59.474,33.8485,26.37,98,60,1.25,broken clouds,2022-04-14 03:00:32
489,Raudeberg,NO,61.9875,5.1352,38.86,85,7,9.66,clear sky,2022-04-14 03:00:33
490,Qandala,SO,11.472,49.8728,84.38,37,0,9.84,clear sky,2022-04-14 03:00:33
491,Penzance,GB,50.1186,-5.5371,51.31,90,86,5.46,overcast clouds,2022-04-14 03:00:34
492,Mogwase,ZA,-25.185,27.2665,58.77,61,75,2.57,broken clouds,2022-04-14 03:00:34
493,Havre-Saint-Pierre,CA,50.2334,-63.5986,32.18,97,90,4.65,overcast clouds,2022-04-14 03:00:35
494,Bintulu,MY,3.1667,113.0333,85.66,68,23,2.01,few clouds,2022-04-14 03:00:35
495,Tual,ID,-5.6667,132.75,83.89,71,19,2.95,few clouds,2022-04-14 03:00:36
496,Kushalnagar,IN,12.458,75.959,72.18,76,100,2.08,overcast clouds,2022-04-14 03:00:36
497,Souillac,MU,-20.5167,57.5167,77.5,85,86,18.16,overcast clouds,2022-04-14 03:00:36
498,Mitsamiouli,KM,-11.3847,43.2844,81.57,75,82,10.02,broken clouds,2022-04-14 03:00:37
499,Kismayo,SO,-0.3582,42.5454,81.45,80,31,8.61,scattered clouds,2022-04-14 03:00:37
500,Baherden,TM,38.4362,57.4316,69.66,43,88,10.49,overcast clouds,2022-04-14 03:00:38
501,Eureka,US,40.8021,-124.1637,47.35,80,100,10.0,overcast clouds,2022-04-14 03:00:27
502,Currais Novos,BR,-6.2608,-36.5178,71.26,92,72,4.65,light rain,2022-04-14 03:00:38
503,Krasnoselkup,RU,65.7,82.4667,33.1,100,100,5.28,overcast clouds,2022-04-14 03:00:39
504,Ahipara,NZ,-35.1667,173.1667,66.58,53,80,11.95,broken clouds,2022-04-14 03:00:39
505,Flin Flon,CA,54.7682,-101.865,21.99,85,100,14.92,overcast clouds,2022-04-14 03:00:40
506,Namie,JP,37.4833,141.0,50.72,91,100,13.29,moderate rain,2022-04-14 03:00:40
507,Moerai,PF,-22.4333,-151.3333,80.98,76,100,17.11,overcast clouds,2022-04-14 03:00:41
508,Cayenne,GF,4.9333,-52.3333,81.09,1,100,9.22,overcast clouds,2022-04-14 03:00:41
509,Pokoynoye,RU,44.8097,44.2517,43.05,70,100,8.32,overcast clouds,2022-04-14 03:00:41
510,Dutlwe,BW,-23.9833,23.9,63.73,45,43,5.14,scattered clouds,2022-04-14 03:00:42
511,Toledo,ES,39.8333,-4.0,52.32,81,69,7.2,broken clouds,2022-04-14 02:59:27
512,Manokwari,ID,-0.8667,134.0833,83.35,71,100,7.4,overcast clouds,2022-04-14 03:00:42
513,La Ronge,CA,55.1001,-105.2842,23.25,58,75,11.5,broken clouds,2022-04-14 02:58:42
514,Makinsk,KZ,52.6292,70.4169,47.25,56,0,8.63,clear sky,2022-04-14 03:00:43
515,Saint Pete Beach,US,27.7253,-82.7412,75.15,70,0,6.91,clear sky,2022-04-14 03:00:44
516,Mount Isa,AU,-20.7333,139.5,92.97,20,6,11.5,clear sky,2022-04-14 03:00:44
517,Ugoofaaru,MV,5.6667,73.0,84.4,72,82,10.71,heavy intensity rain,2022-04-14 03:00:44
518,Labuhan,ID,-6.8844,112.2051,84.72,70,13,3.89,few clouds,2022-04-14 03:00:45
519,Bo Phloi,TH,14.3236,99.5161,94.32,31,62,7.2,broken clouds,2022-04-14 03:00:25
520,Kruisfontein,ZA,-34.0033,24.7314,56.88,85,66,8.97,broken clouds,2022-04-14 03:00:45
521,Maragogi,BR,-9.0122,-35.2225,76.98,81,15,5.19,few clouds,2022-04-14 03:00:46
522,Limbang,MY,4.75,115.0,87.91,55,94,3.38,overcast clouds,2022-04-14 03:00:46
523,Lupiro,TZ,-8.3833,36.6667,69.24,97,100,1.19,overcast clouds,2022-04-14 03:00:47
524,Vilani,LV,56.5525,26.9245,36.23,72,98,4.0,overcast clouds,2022-04-14 03:00:47
525,Kidal,ML,18.4411,1.4078,82.38,6,26,10.11,scattered clouds,2022-04-14 03:00:47
526,Wenzhou,CN,27.9994,120.6668,74.23,54,9,10.6,clear sky,2022-04-14 03:00:48
527,Emirdag,TR,39.0197,31.15,32.94,61,3,2.04,clear sky,2022-04-14 03:00:48
528,Iralaya,HN,15.0,-83.2333,78.71,81,4,11.05,clear sky,2022-04-14 03:00:49
529,Maniitsoq,GL,65.4167,-52.9,18.59,81,9,11.27,clear sky,2022-04-14 03:00:49
530,Gambela,ET,8.25,34.5833,77.86,66,87,4.85,overcast clouds,2022-04-14 03:00:50
531,Anupgarh,IN,29.1911,73.2086,88.84,18,10,3.24,clear sky,2022-04-14 03:00:50
532,Taquaritinga Do Norte,BR,-7.9031,-36.0442,64.74,95,70,2.3,broken clouds,2022-04-14 03:00:51
533,Marsh Harbour,BS,26.5412,-77.0636,74.88,74,100,18.88,overcast clouds,2022-04-14 03:00:04
534,Ligayan,PH,4.6533,119.4706,82.02,72,94,0.74,overcast clouds,2022-04-14 03:00:51
535,Kassala,SD,15.451,36.4,83.05,41,9,11.63,clear sky,2022-04-14 03:00:52
536,Oyama,JP,36.3,139.8,58.59,65,100,8.84,light rain,2022-04-14 03:00:52
537,Sept-Iles,CA,50.2001,-66.3821,34.32,80,75,4.61,broken clouds,2022-04-14 02:57:19
538,Maloy,NO,61.9353,5.1136,39.72,85,9,8.97,clear sky,2022-04-14 03:00:53
539,Bend,US,44.0582,-121.3153,36.68,68,40,10.36,scattered clouds,2022-04-14 02:57:15
540,Burnie,AU,-41.0667,145.9167,66.92,64,100,9.51,overcast clouds,2022-04-14 03:00:53
541,Teahupoo,PF,-17.8333,-149.2667,78.76,73,40,20.58,scattered clouds,2022-04-14 03:00:54
542,Sande,DE,53.5049,8.0142,51.03,93,100,6.87,overcast clouds,2022-04-14 03:00:54
543,Ponta Do Sol,PT,32.6667,-17.1,63.01,82,55,1.9,broken clouds,2022-04-14 03:00:55
544,At-Bashi,KG,41.1702,75.8106,50.36,48,91,4.97,overcast clouds,2022-04-14 03:00:55
545,Orumiyeh,IR,37.5527,45.0761,39.65,65,2,2.44,clear sky,2022-04-14 03:00:56
546,Mount Gambier,AU,-37.8333,140.7667,72.7,29,100,6.98,overcast clouds,2022-04-14 03:00:56
547,Kollam,IN,8.8833,76.6,78.31,86,100,3.76,moderate rain,2022-04-14 03:00:57
548,Waddan,LY,29.1614,16.139,69.31,18,36,24.52,scattered clouds,2022-04-14 03:00:57
549,Dhidhdhoo,MV,6.8833,73.1,82.94,71,100,4.41,overcast clouds,2022-04-14 02:59:53
550,Safaga,EG,26.7292,33.9365,66.31,45,2,16.96,clear sky,2022-04-14 03:00:58
551,Tukrah,LY,32.5341,20.5791,61.86,46,100,18.12,overcast clouds,2022-04-14 03:00:58
552,Zhanakorgan,KZ,43.9098,67.2495,69.93,36,7,5.23,clear sky,2022-04-14 03:00:59
553,Boa Vista,BR,2.8197,-60.6733,80.58,74,0,13.8,clear sky,2022-04-14 03:00:59
554,Lodja,CD,-3.4833,23.4333,68.38,99,100,1.74,light rain,2022-04-14 03:01:00
555,Ormara,PK,25.2088,64.6357,79.56,77,0,3.74,clear sky,2022-04-14 02:58:58
556,Lukiv,UA,51.0521,25.4006,38.25,78,11,0.76,few clouds,2022-04-14 02:59:59
557,Lodingen,NO,68.414,15.9951,32.38,84,91,1.21,overcast clouds,2022-04-14 03:01:01
558,Sao Felix Do Xingu,BR,-6.6447,-51.995,72.09,98,51,0.54,broken clouds,2022-04-14 03:01:01
559,Pacific Grove,US,36.6177,-121.9166,54.01,77,21,3.0,few clouds,2022-04-14 03:01:02
560,Gazli,UZ,40.1333,63.45,70.63,39,6,13.78,clear sky,2022-04-14 03:01:03
561,Umm Kaddadah,SD,13.6017,26.6876,75.92,13,28,16.33,scattered clouds,2022-04-14 03:01:03
562,Bahia Honda,CU,22.9036,-83.1592,74.61,86,1,4.9,clear sky,2022-04-14 03:01:04
563,Salalah,OM,17.0151,54.0924,79.54,71,3,2.93,clear sky,2022-04-14 03:01:04
564,Kovdor,RU,67.5662,30.4758,27.88,98,100,2.3,light snow,2022-04-14 03:01:05
565,Atambua,ID,-9.1061,124.8925,83.75,63,98,3.33,overcast clouds,2022-04-14 03:01:05
566,Mnogovershinnyy,RU,53.9353,139.9242,26.89,69,5,5.93,clear sky,2022-04-14 03:01:06
567,Russell,US,32.3502,-85.1999,69.96,80,20,5.75,light intensity drizzle,2022-04-14 03:00:23
568,Fuling,CN,29.7022,107.3919,63.73,91,100,2.42,overcast clouds,2022-04-14 03:01:07
569,Cao Bang,VN,22.6667,106.25,85.14,53,26,5.5,scattered clouds,2022-04-14 03:01:09
570,Severnyy,RU,50.677,36.5532,44.64,87,100,13.42,overcast clouds,2022-04-14 03:01:09
571,Catuday,PH,16.2923,119.8062,82.71,67,15,9.57,few clouds,2022-04-14 03:01:10
572,Paducah,US,37.0834,-88.6001,57.33,89,100,11.5,overcast clouds,2022-04-14 03:01:11
573,Lebanon,US,36.2081,-86.2911,61.56,98,100,8.05,mist,2022-04-14 03:00:23
574,Susanville,US,40.4163,-120.653,39.67,57,90,5.01,overcast clouds,2022-04-14 02:56:35
575,Hokitika,NZ,-42.7167,170.9667,60.37,60,2,4.18,clear sky,2022-04-14 03:01:12
576,Arlit,NE,18.7369,7.3853,82.45,10,33,4.45,scattered clouds,2022-04-14 03:01:12
577,Baykit,RU,61.67,96.37,37.11,84,100,13.56,overcast clouds,2022-04-14 03:01:12
578,Winchester,GB,51.0651,-1.3187,48.47,91,52,1.92,broken clouds,2022-04-14 03:00:22
579,Muyuka,CM,4.2898,9.4103,75.15,98,100,1.81,moderate rain,2022-04-14 03:01:14
580,Tambo,PE,-14.8,-73.9167,37.42,44,0,5.26,clear sky,2022-04-14 03:01:14
581,Hay River,CA,60.8156,-115.7999,6.87,93,52,4.88,broken clouds,2022-04-14 03:01:15
582,Vila Franca Do Campo,PT,37.7167,-25.4333,55.81,82,19,6.62,few clouds,2022-04-14 03:01:15
583,Nouakchott,MR,18.0858,-15.9785,69.73,77,0,15.5,clear sky,2022-04-14 03:01:16
584,Komsomolskiy,UZ,40.4272,71.7189,68.72,45,6,4.61,clear sky,2022-04-14 03:01:16
585,Ballarat,AU,-37.5662,143.8496,70.48,36,78,7.7,broken clouds,2022-04-14 03:01:17
586,Camargo,MX,27.6667,-105.1667,70.81,13,3,8.79,clear sky,2022-04-14 03:01:17
587,Awjilah,LY,29.1081,21.2869,63.28,28,80,13.62,broken clouds,2022-04-14 03:01:17
588,Krasnoyarsk,RU,56.0097,92.7917,39.65,45,25,3.27,scattered clouds,2022-04-14 03:00:25
589,Gillette,US,44.2911,-105.5022,14.04,82,100,14.0,overcast clouds,2022-04-14 02:58:01
590,Tromso,NO,69.6496,18.957,33.82,86,75,6.91,light snow,2022-04-14 02:56:31
591,Thunder Bay,CA,48.4001,-89.3168,35.58,93,100,17.27,mist,2022-04-14 02:57:08
592,Puerto Leguizamo,CO,-0.1934,-74.7819,71.64,99,100,2.73,overcast clouds,2022-04-14 03:01:18
593,Srandakan,ID,-7.9386,110.2506,86.05,64,5,4.43,clear sky,2022-04-14 03:01:19
594,Dano,BF,11.15,-3.0667,83.03,52,98,9.42,overcast clouds,2022-04-14 03:01:19
595,Shitanjing,CN,39.2342,106.3439,48.87,23,100,11.97,overcast clouds,2022-04-14 03:01:19
596,Ust-Ishim,RU,57.6935,71.1665,43.29,82,70,9.53,broken clouds,2022-04-14 03:01:20
597,Rochegda,RU,62.8,43.25,27.86,96,94,5.84,overcast clouds,2022-04-14 03:01:20
598,Namatanai,PG,-3.6667,152.4333,85.91,62,92,8.25,overcast clouds,2022-04-14 03:00:54
599,Roald,NO,62.5833,6.1333,42.75,87,20,12.66,few clouds,2022-04-14 03:01:17
600,Lufilufi,WS,-13.8745,-171.5986,82.83,72,9,11.56,light rain,2022-04-14 03:01:21
601,Mansa,IN,29.9833,75.3833,89.29,17,0,5.48,clear sky,2022-04-14 03:01:21
602,Zell Am See,AT,47.3256,12.7944,46.71,69,28,7.27,scattered clouds,2022-04-14 03:01:22
603,Nuristan,AF,35.3,70.8333,36.16,60,100,6.02,overcast clouds,2022-04-14 03:01:22
604,Rio Brilhante,BR,-21.8019,-54.5464,70.36,98,97,2.98,overcast clouds,2022-04-14 03:01:23
605,Zapolyarnyy,RU,69.4154,30.8136,20.48,99,100,1.99,overcast clouds,2022-04-14 03:01:23
606,Fort Dodge,US,42.4975,-94.168,36.01,39,0,13.18,clear sky,2022-04-14 02:59:07
607,Matagami,CA,49.7502,-77.6328,29.05,90,56,7.23,broken clouds,2022-04-14 03:01:24
608,Daru,PG,-9.0763,143.2092,85.6,69,98,6.62,light rain,2022-04-14 03:01:24
609,Talcahuano,CL,-36.7167,-73.1167,52.5,74,0,6.06,clear sky,2022-04-14 03:01:25
610,Solnechnyy,RU,50.7214,136.6319,33.87,73,100,1.83,light snow,2022-04-14 03:01:25
611,Tabuk,PH,17.4189,121.4443,86.23,61,56,3.04,broken clouds,2022-04-14 03:01:25
612,Soyo,AO,-6.1349,12.3689,77.49,89,95,3.69,overcast clouds,2022-04-14 03:01:26
613,Carutapera,BR,-1.195,-46.02,76.24,92,100,5.23,overcast clouds,2022-04-14 03:01:26
614,Kalispell,US,48.1958,-114.3129,21.09,69,72,4.63,broken clouds,2022-04-14 02:57:20
615,Gizo,SB,-8.103,156.8419,85.53,62,13,2.93,few clouds,2022-04-14 02:58:40
616,Foumban,CM,5.7291,10.9001,64.85,90,100,2.19,light rain,2022-04-14 03:01:27
617,Kushima,JP,31.4583,131.2333,70.77,84,100,8.14,overcast clouds,2022-04-14 03:01:27
618,La Asuncion,VE,11.0333,-63.8628,76.73,94,8,13.8,clear sky,2022-04-14 03:01:28
619,Urucara,BR,-2.5364,-57.76,75.92,95,100,3.06,overcast clouds,2022-04-14 03:01:28
620,Dabhol,IN,17.6,73.1667,83.57,67,100,5.1,overcast clouds,2022-04-14 03:01:28
621,Bauchi,NG,10.5,10.0,78.51,56,77,4.47,broken clouds,2022-04-14 02:57:27
622,Revelstoke,CA,50.9832,-118.2023,25.74,91,100,3.6,overcast clouds,2022-04-14 03:00:13
623,Ponta Delgada,PT,37.7333,-25.6667,56.12,82,20,5.75,few clouds,2022-04-14 03:00:58
624,Vinh Long,VN,10.25,105.9667,85.98,54,100,6.49,overcast clouds,2022-04-14 03:01:29
625,Temnikov,RU,54.6302,43.2148,43.5,94,100,8.68,overcast clouds,2022-04-14 03:01:30
626,Fomboni,KM,-12.28,43.7425,83.07,72,100,6.44,overcast clouds,2022-04-14 03:01:30
627,Cheyenne,US,41.14,-104.8203,22.77,70,83,13.0,broken clouds,2022-04-14 03:00:09
628,Vanavara,RU,60.34,102.2797,35.08,81,100,14.81,overcast clouds,2022-04-14 03:01:30
629,Qaqortoq,GL,60.7167,-46.0333,34.79,65,100,3.13,overcast clouds,2022-04-14 03:01:31
630,Niksic,ME,42.7731,18.9445,31.86,73,2,3.04,clear sky,2022-04-14 03:01:31
631,Zambezi,ZM,-13.5432,23.1047,64.89,81,100,4.83,overcast clouds,2022-04-14 03:01:32
632,Karwar,IN,14.8,74.1333,82.6,79,100,7.27,overcast clouds,2022-04-14 03:01:32
633,Raga,SS,8.4596,25.678,76.95,59,89,2.71,overcast clouds,2022-04-14 03:00:26
634,Sijunjung,ID,-0.6876,100.9537,85.93,62,91,0.58,overcast clouds,2022-04-14 03:01:32
635,Pangkalanbuun,ID,-2.6833,111.6167,90.81,55,86,2.35,overcast clouds,2022-04-14 02:56:47
636,Les Cayes,HT,18.2,-73.75,76.14,83,15,6.33,few clouds,2022-04-14 03:01:33
637,Noumea,NC,-22.2763,166.4572,85.98,99,43,9.37,scattered clouds,2022-04-14 03:01:33
638,Boende,CD,-0.2167,20.8667,70.45,99,100,1.74,light rain,2022-04-14 03:01:34
639,Alta Floresta,BR,-9.8756,-56.0861,72.99,93,37,1.9,scattered clouds,2022-04-14 03:00:57
640,Udachnyy,RU,66.4167,112.4,28.45,79,97,23.38,overcast clouds,2022-04-14 03:01:34
641,Aljezur,PT,37.3191,-8.8033,53.15,91,86,9.82,overcast clouds,2022-04-14 03:01:35
642,Puerto Madryn,AR,-42.7692,-65.0385,60.51,41,2,8.14,clear sky,2022-04-14 03:01:10
643,Brandon,US,27.9378,-82.2859,75.97,80,73,5.99,broken clouds,2022-04-14 03:00:35
644,Gumdag,TM,39.2061,54.5906,55.27,68,57,14.2,broken clouds,2022-04-14 03:01:35
645,Providencia,MX,28.7167,-111.5833,70.21,34,53,13.6,broken clouds,2022-04-14 03:01:36
646,Zhumadian,CN,32.9794,114.0294,59.36,48,100,9.89,light rain,2022-04-14 03:01:36
647,Constanta,RO,44.1833,28.65,48.88,66,75,11.79,broken clouds,2022-04-14 02:58:10
648,Clyde River,CA,70.4692,-68.5914,-16.67,94,10,4.38,clear sky,2022-04-14 03:01:37
649,Kavali,IN,14.9167,79.9833,87.37,61,100,9.57,overcast clouds,2022-04-14 03:01:37
650,Tabas,IR,33.5959,56.9244,79.3,14,17,3.98,few clouds,2022-04-14 03:01:38
651,Galle,LK,6.0367,80.217,83.39,74,83,3.85,broken clouds,2022-04-14 03:01:38
652,Berlevag,NO,70.8578,29.0864,26.6,90,88,4.88,overcast clouds,2022-04-14 03:01:38
653,Biloxi,US,30.396,-88.8853,74.03,94,75,8.05,broken clouds,2022-04-14 03:01:31
654,Sedan,FR,49.6667,5.0,52.72,87,100,2.68,overcast clouds,2022-04-14 03:01:39
655,Alugan,PH,12.2188,125.4808,83.95,68,73,8.34,broken clouds,2022-04-14 03:01:39
656,Severodvinsk,RU,64.5635,39.8302,30.31,89,79,4.59,broken clouds,2022-04-14 03:01:40
657,Yerbogachen,RU,61.2767,108.0108,33.3,97,100,14.94,light snow,2022-04-14 03:01:40
658,Kavieng,PG,-2.5744,150.7967,85.48,68,82,12.06,broken clouds,2022-04-14 03:01:40
659,Campos Novos,BR,-27.4017,-51.225,55.72,99,27,1.39,scattered clouds,2022-04-14 03:01:41
660,Flinders,AU,-34.5833,150.8552,71.26,63,3,3.36,clear sky,2022-04-14 03:01:41
661,Alyangula,AU,-13.8483,136.4192,89.31,58,47,10.02,scattered clouds,2022-04-14 03:01:42
662,Iroquois Falls,CA,48.7669,-80.6831,36.28,88,100,12.48,moderate rain,2022-04-14 03:01:42
663,Omsukchan,RU,62.5333,155.8,13.6,86,100,8.59,overcast clouds,2022-04-14 03:01:42
664,Rio Gallegos,AR,-51.6226,-69.2181,55.45,58,0,13.8,clear sky,2022-04-14 02:58:20
665,Filadelfia,US,39.9523,-75.1638,73.98,64,100,5.01,overcast clouds,2022-04-14 03:00:01
666,Port Hedland,AU,-20.3167,118.5667,93.25,27,5,11.5,clear sky,2022-04-14 03:01:43
667,Thiruvananthapuram,IN,8.4833,76.9167,76.98,94,75,0.0,mist,2022-04-14 02:57:59
668,Lagos,NG,6.5833,3.75,77.09,86,82,3.18,broken clouds,2022-04-14 03:00:03
669,Kholodnyy,RU,62.7167,147.95,16.9,50,99,4.38,overcast clouds,2022-04-14 03:01:43
670,Vila Do Maio,CV,15.1333,-23.2167,68.79,80,15,16.82,few clouds,2022-04-14 03:01:44
671,Kyabe,TD,9.4515,18.9449,79.86,60,84,2.59,broken clouds,2022-04-14 03:01:44
672,Kanel,SN,15.4916,-13.1763,83.39,15,7,10.2,clear sky,2022-04-14 03:01:45
673,Thai Binh,VN,20.45,106.3333,82.06,64,0,8.86,clear sky,2022-04-14 02:59:38
674,Staryy Nadym,RU,65.6118,72.6842,33.33,91,100,9.69,overcast clouds,2022-04-14 03:01:45
675,San Cristobal,VE,7.7669,-72.225,69.1,70,99,1.63,overcast clouds,2022-04-14 03:01:46
676,West Wendover,US,40.7391,-114.0733,39.33,37,44,7.14,scattered clouds,2022-04-14 03:01:46
677,Melfi,IT,40.9965,15.6514,40.5,77,48,1.28,scattered clouds,2022-04-14 03:01:46
678,Fort Nelson,CA,58.8053,-122.7002,16.41,93,65,2.71,broken clouds,2022-04-14 03:00:14
679,Rancagua,CL,-34.1708,-70.7444,61.09,21,0,1.59,clear sky,2022-04-14 03:01:47
680,Ngong,KE,-1.3618,36.6566,61.77,89,97,5.19,overcast clouds,2022-04-14 03:01:47
681,Polunochnoye,RU,60.8697,60.4153,34.2,100,100,2.89,overcast clouds,2022-04-14 03:01:48
682,Caraquet,CA,47.7941,-64.9386,29.26,95,2,1.9,clear sky,2022-04-14 03:00:20
683,Valparaiso,CL,-33.0393,-71.6273,58.48,67,0,5.32,clear sky,2022-04-14 03:00:27
684,Ayan,RU,56.45,138.1667,32.88,65,19,7.45,few clouds,2022-04-14 03:01:48
685,San Vicente,AR,-26.6167,-54.1333,60.42,95,41,5.35,scattered clouds,2022-04-14 03:01:34
686,Ulladulla,AU,-35.35,150.4667,70.77,59,0,7.45,clear sky,2022-04-14 03:01:49
687,Yuzhno-Kurilsk,RU,44.0306,145.8556,36.48,69,87,3.69,overcast clouds,2022-04-14 03:01:49
688,San Quintin,MX,30.4833,-115.95,58.68,69,2,16.24,clear sky,2022-04-14 03:01:50
689,Hereford,GB,52.0568,-2.7148,48.61,93,66,2.15,broken clouds,2022-04-14 02:57:28
690,Beloha,MG,-25.1667,45.05,71.98,70,57,5.77,broken clouds,2022-04-14 03:01:50
691,Vallenar,CL,-28.5708,-70.7581,60.8,64,0,2.39,clear sky,2022-04-14 03:01:51
692,Selfoss,IS,63.9331,-20.9971,42.04,83,100,16.93,overcast clouds,2022-04-14 03:01:51
693,Peniche,PT,39.3558,-9.3811,57.11,87,87,14.25,overcast clouds,2022-04-14 03:01:51
694,Kiama,AU,-34.6833,150.8667,72.0,64,2,3.04,clear sky,2022-04-14 03:01:52
695,Deputatskiy,RU,69.3,139.9,4.95,91,100,4.47,overcast clouds,2022-04-14 03:01:52
696,Riyadh,SA,24.6877,46.7219,77.32,31,100,9.24,overcast clouds,2022-04-14 03:01:43
697,Kloulklubed,PW,7.0419,134.2556,81.1,78,98,15.77,light rain,2022-04-14 03:01:53
698,Ranchi,IN,23.35,85.3333,84.31,48,40,8.05,haze,2022-04-14 03:01:53
699,Bukachacha,RU,52.9833,116.9167,39.09,32,74,9.78,broken clouds,2022-04-14 03:01:54
700,Bunia,CD,1.5667,30.25,66.29,80,100,1.88,overcast clouds,2022-04-14 03:01:54
701,Severnoye,RU,56.3491,78.3619,38.16,81,0,6.33,clear sky,2022-04-14 03:01:54
702,Dagana,MR,16.5165,-15.5068,70.79,47,0,10.94,clear sky,2022-04-14 03:01:55
703,Los Llanos De Aridane,ES,28.6585,-17.9182,60.55,92,20,19.57,few clouds,2022-04-14 03:00:43
704,Khani,GE,41.9563,42.9566,27.97,84,17,5.73,few clouds,2022-04-14 03:01:55
705,Padre Paraiso,BR,-17.0742,-41.4844,67.6,88,52,0.43,broken clouds,2022-04-14 03:01:56
706,Matay,EG,28.419,30.7792,56.7,66,0,16.84,clear sky,2022-04-14 03:00:38
707,Akyab,MM,20.15,92.9,84.34,69,66,6.87,broken clouds,2022-04-14 03:01:56
708,San Luis,AR,-33.295,-66.3356,56.17,29,0,9.84,clear sky,2022-04-14 03:01:57
709,Nouadhibou,MR,20.931,-17.0347,63.16,88,0,21.56,clear sky,2022-04-14 03:01:57
710,Tura,IN,25.5198,90.2201,79.11,81,84,10.69,broken clouds,2022-04-14 03:01:58
711,Kandrian,PG,-6.2167,149.55,86.77,65,90,5.06,light rain,2022-04-14 03:01:58
712,Florida,US,28.7505,-82.5001,73.08,86,0,3.44,clear sky,2022-04-14 03:00:02
713,Birin,NP,26.8865,88.0718,70.59,61,0,3.69,clear sky,2022-04-14 03:01:59
714,Emerald,AU,-23.5333,148.1667,84.34,48,75,8.05,broken clouds,2022-04-14 02:58:41
715,Zonguldak,TR,41.25,31.8333,35.65,62,89,5.73,overcast clouds,2022-04-14 03:01:59
716,Tottori,JP,35.5,134.2333,55.47,100,75,17.27,light intensity shower rain,2022-04-14 03:01:59
717,Zaraza,VE,9.3503,-65.3245,82.54,58,55,7.83,broken clouds,2022-04-14 03:02:00
718,Port Macquarie,AU,-31.4333,152.9167,70.9,62,22,10.02,few clouds,2022-04-14 03:02:00
719,Karratha,AU,-20.7377,116.8463,93.51,22,0,0.98,clear sky,2022-04-14 03:02:01
720,Zhigansk,RU,66.7697,123.3711,25.47,93,100,21.97,light snow,2022-04-14 03:02:01
721,Dombarovskiy,RU,50.7587,59.5386,56.35,67,74,15.66,broken clouds,2022-04-14 03:02:02
722,Saint-Augustin,CA,51.226,-58.6502,24.93,94,75,4.21,broken clouds,2022-04-14 03:02:02
723,Boda,CF,4.3189,17.4695,72.46,91,100,1.59,light rain,2022-04-14 03:02:03
724,Meiktila,MM,20.8667,95.8667,91.78,39,23,18.07,few clouds,2022-04-14 03:02:03
725,Lac Du Bonnet,CA,50.2536,-96.0612,31.87,97,100,14.76,snow,2022-04-14 02:58:27
726,Guarapari,BR,-20.6667,-40.4975,76.89,92,95,6.35,overcast clouds,2022-04-14 03:02:04
727,Gamba,GA,-2.65,10.0,76.17,91,100,2.24,overcast clouds,2022-04-14 03:02:04
728,Jinchang,CN,38.4953,102.1739,53.28,25,100,4.68,overcast clouds,2022-04-14 03:02:05
729,West Bay,KY,19.3667,-81.4167,80.67,85,20,5.75,few clouds,2022-04-14 03:02:05
730,Elk City,US,35.412,-99.4043,48.42,29,0,0.0,clear sky,2022-04-14 03:02:06
731,Karachi,PK,24.9056,67.0822,79.57,72,0,11.34,clear sky,2022-04-14 03:01:54
732,Abalak,RU,58.1286,68.5944,42.21,81,100,10.65,overcast clouds,2022-04-14 03:02:06
733,Camopi,GF,3.1655,-52.3158,72.16,99,84,2.1,broken clouds,2022-04-14 03:02:07
